class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3460072,0,0,42854,0
bot,41542,41422,0,0,120,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,246563,0,0,18309,0
dos,60594,34623,0,0,25971,0
infiltration,37631,11836,0,0,25795,0
web_attacks,509,466,0,0,43,0
