tau_pre,tau_post,proposal_rate,accepted,helpful,harmful,harm_frac,benign_fpr_added,net_gain,feasible
-277.6946105957031,0.0,1.0,12421,12398,10,0.0008,0.000314,550536.2,False
-277.6946105957031,0.25,1.0,12297,12274,10,0.0008,0.000314,547894.6,False
-277.6946105957031,0.5,1.0,12273,12250,10,0.0008,0.000314,547314.5,False
-277.6946105957031,1.0,1.0,11811,11788,10,0.0008,0.000314,538077.6,False
-277.6946105957031,2.0,1.0,11769,11746,10,0.0009,0.000314,537060.5,False
-277.6946105957031,4.0,1.0,11277,11254,10,0.0009,0.000314,526320.8,False
-277.6946105957031,8.0,1.0,9660,9637,10,0.001,0.000314,484521.8,False
0.0008836822817102075,0.0,0.6919,12419,12398,10,0.0008,0.000314,550535.9,False
0.0008836822817102075,0.25,0.6919,12295,12274,10,0.0008,0.000314,547894.3,False
0.0008836822817102075,0.5,0.6919,12271,12250,10,0.0008,0.000314,547314.2,False
0.0008836822817102075,1.0,0.6919,11809,11788,10,0.0008,0.000314,538077.3,False
0.0008836822817102075,2.0,0.6919,11767,11746,10,0.0009,0.000314,537060.2,False
0.0008836822817102075,4.0,0.6919,11275,11254,10,0.0009,0.000314,526320.5,False
0.0008836822817102075,8.0,0.6919,9658,9637,10,0.001,0.000314,484521.5,False
2.18119478225708,0.0,0.4999,12419,12398,10,0.0008,0.000314,550535.9,False
2.18119478225708,0.25,0.4999,12295,12274,10,0.0008,0.000314,547894.3,False
2.18119478225708,0.5,0.4999,12271,12250,10,0.0008,0.000314,547314.2,False
2.18119478225708,1.0,0.4999,11809,11788,10,0.0008,0.000314,538077.3,False
2.18119478225708,2.0,0.4999,11767,11746,10,0.0009,0.000314,537060.2,False
2.18119478225708,4.0,0.4999,11275,11254,10,0.0009,0.000314,526320.5,False
2.18119478225708,8.0,0.4999,9658,9637,10,0.001,0.000314,484521.5,False
8.399055671691885,0.0,0.4,12418,12398,9,0.0007,0.000282,550536.4,False
8.399055671691885,0.25,0.4,12294,12274,9,0.0007,0.000282,547894.7,False
8.399055671691885,0.5,0.4,12270,12250,9,0.0007,0.000282,547314.6,False
8.399055671691885,1.0,0.4,11808,11788,9,0.0008,0.000282,538077.8,False
8.399055671691885,2.0,0.4,11766,11746,9,0.0008,0.000282,537060.7,False
8.399055671691885,4.0,0.4,11274,11254,9,0.0008,0.000282,526321.0,False
8.399055671691885,8.0,0.4,9657,9637,9,0.0009,0.000282,484521.9,False
17.14617156982422,0.0,0.35,12401,12382,8,0.0006,0.000251,550192.0,True
17.14617156982422,0.25,0.35,12277,12258,8,0.0007,0.000251,547550.3,True
17.14617156982422,0.5,0.35,12253,12234,8,0.0007,0.000251,546970.2,True
17.14617156982422,1.0,0.35,11801,11782,8,0.0007,0.000251,537926.0,True
17.14617156982422,2.0,0.35,11760,11741,8,0.0007,0.000251,536929.7,True
17.14617156982422,4.0,0.35,11271,11252,8,0.0007,0.000251,526250.3,True
17.14617156982422,8.0,0.35,9654,9635,8,0.0008,0.000251,484451.3,True
40.493678665161106,0.0,0.3,6107,6090,6,0.001,0.000188,361032.8,True
40.493678665161106,0.25,0.3,6107,6090,6,0.001,0.000188,361032.8,True
40.493678665161106,0.5,0.3,6107,6090,6,0.001,0.000188,361032.8,True
40.493678665161106,1.0,0.3,6106,6089,6,0.001,0.000188,360996.2,True
40.493678665161106,2.0,0.3,6106,6089,6,0.001,0.000188,360996.2,True
40.493678665161106,4.0,0.3,6102,6085,6,0.001,0.000188,360771.9,True
40.493678665161106,8.0,0.3,6098,6081,6,0.001,0.000188,360567.4,True
169.12548828125,0.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,0.25,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,0.5,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,1.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,2.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,4.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,8.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,0.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,0.25,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,0.5,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,1.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,2.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
169.12548828125,4.0,0.0026,30,14,5,0.2632,0.000157,31159.5,False
