run,item,value,note
20260826_183417_nfv3_cic2018_exp23_raceguide,expert1_solo_recovery,1.0,share of full-bank oracle utility recovered alone
20260826_183417_nfv3_cic2018_exp23_raceguide,expert1_shared_variance_share,,fraction of gain variance that is the shared global term
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_benign,9e-06,n=100000
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_bot,0.006419,n=31156
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_brute_force,0.000237,n=86279
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_ddos,0.001999,n=100000
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_dos,0.563988,n=45446
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_infiltration,0.262707,n=28224
20260826_183417_nfv3_cic2018_exp23_raceguide,utility_share_web_attacks,0.164641,n=381
