a,b,agreement
global,e1,0.6374
global,e2,0.7983
global,e3,0.6336
global,e4,0.6438
global,e5,0.6294
e1,e2,0.832
e1,e3,0.9765
e1,e4,0.8936
e1,e5,0.97
e2,e3,0.8285
e2,e4,0.8386
e2,e5,0.8254
e3,e4,0.9056
e3,e5,0.9808
e4,e5,0.893
