expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,8869,12761,8869,0,0,0,0,0,8869,0
2,1909822,12761,186000,120623,0,4749,45267,14174,1187,0
3,20651,12761,20651,0,20651,0,0,0,0,0
4,8578,12761,8578,0,0,0,0,0,8578,0
5,252,12761,252,0,0,0,0,0,0,252
