K,beta,tune_expert_balanced_nll
2,0.0,0.921402
2,0.5,2.246546
2,1.0,4.955845
4,0.0,0.870241
4,0.5,2.270625
4,1.0,5.459685
8,0.0,1.081251
8,0.5,2.932037
8,1.0,6.799513
