expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.7401,0.0006,13.9987
2,0.5377,0.0692,14.2479
3,0.7604,0.0051,13.6925
4,0.7652,0.0019,13.6497
5,0.2849,0.0,33.3683
