cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,8869,0.06811569755015524,19.933038178943367,0,0,0,0,0,8869,0
1,1909822,0.02984989415180473,0.040564941000004406,1741134,0,18633,131268,17527,1260,0
2,20651,0.013498475221402672,1.699996269140238,0,20651,0,0,0,0,0
3,8578,0.12876280173892318,42.97930396194776,0,0,0,0,0,8578,0
4,252,0.004190110460777357,1368.8397479348162,0,0,0,0,0,0,252
