class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,141529,32370,-109159,3478579,3490155
bot,9,9,0,41379,41381
brute_force,0,21110,21110,37676,115020
ddos,8,8,0,260796,260796
dos,1,1,0,34616,36692
infiltration,24538,12962,-11576,1680,10307
web_attacks,2076,2076,0,227,227
