a,b,gain_pearson_r
e1,e2,0.9379
e1,e3,0.9937
e1,e4,0.9936
e1,e5,0.9891
e2,e3,0.9202
e2,e4,0.922
e2,e5,0.9461
e3,e4,0.9968
e3,e5,0.9889
e4,e5,0.9929
