expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9547,1138,8010,0.7238,0.9541
2,202121,normgain,0.9174,3394,13304,0.7023,0.9578
3,202121,normgain,0.9594,34,8181,0.7413,0.9541
4,202121,normgain,0.9524,273,9357,0.7169,0.9478
5,202121,normgain,0.9631,362,7089,0.736,0.9619
