class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3478326,11829,253,12518,0
bot,41542,41379,2,0,161,0
brute_force,115040,37676,77344,0,20,0
ddos,264872,260796,0,0,4076,0
dos,60594,34616,2076,0,23902,21110
infiltration,37631,1680,8627,0,27324,0
web_attacks,509,227,0,0,282,0
