expert,class,rows,mean_gain,frac_positive
1,benign,2390,6.133189405719389,0.8899581589958159
1,ddos,100000,-0.20854318884579817,0.34322
1,dos,100000,-0.44262928813472346,0.16773
1,reconnaissance,100000,0.10389817763981074,0.98321
1,theft,97,-6921.242114124165,0.14432989690721648
2,benign,2390,0.01905765984659051,0.8857740585774059
2,ddos,100000,-0.1379640716909229,0.6897
2,dos,100000,-0.5490283574721634,0.20387
2,reconnaissance,100000,0.1143804985057679,0.99186
2,theft,97,-1943.681780080914,0.09278350515463918
3,benign,2390,13.633653518197827,0.9845188284518829
3,ddos,100000,0.06767739166351312,0.82102
3,dos,100000,-0.0019486940095667024,0.47764
3,reconnaissance,100000,0.03496907418121352,0.93025
3,theft,97,-1695.8138820451388,0.17525773195876287
