expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9580004548943792,0.0006098641404006149,0.00032241785353818547,0.22471591553448705,,0.05544
probe_access,"scanning,password","scanning,password",False,0.702435,5.99883295431616e-05,7.49833162121428e-06,0.1272709746195196,,0.45039
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9503479626028072,0.0,5.2440859820337615e-06,0.0,,0.0
benign,benign,benign,True,0.92705,0.2821615727927923,0.23607427055702918,0.5205890358139218,,
