expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15740,12761,15740,0,0,0,0,0,15740,0
2,1909598,12761,186000,60185,0,18294,99879,6837,805,0
3,2286,12761,2286,149,0,0,0,0,2137,0
4,121,12761,121,0,0,0,0,0,0,121
5,20651,12761,20651,0,20651,0,0,0,0,0
