a,b,gain_pearson_r
e1,e2,0.9494
e1,e3,0.9863
e1,e4,0.9917
e1,e5,0.988
e2,e3,0.9476
e2,e4,0.9441
e2,e5,0.9383
e3,e4,0.9945
e3,e5,0.9878
e4,e5,0.9959
