expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8112,237,37914,0.7015,0.5744
2,202121,normgain,0.7834,308,43477,0.7714,0.5498
3,202121,normgain,0.9518,513,9221,0.7729,0.473
4,202121,normgain,0.8124,101,37822,0.7709,0.3651
5,202121,normgain,0.8122,217,37744,0.7775,0.3923
