round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7142,0,,dropped(min-support)
0,3,0.6892,17,,dropped(min-support)
0,5,0.2419,0,,dropped(min-support)
0,1,0.4907,2324,5.1572,kept(prune off)
0,4,0.7331,81401,0.0029,kept(prune off)
0,6,0.4669,395,0.2771,kept(prune off)
0,7,0.7012,87,17.9311,kept(prune off)
0,8,0.7028,297,0.0285,kept(prune off)
