a,b,agreement
global,e1,0.6228
global,e2,0.7629
global,e3,0.6687
global,e4,0.6628
global,e5,0.6646
e1,e2,0.8067
e1,e3,0.7637
e1,e4,0.9565
e1,e5,0.9549
e2,e3,0.6625
e2,e4,0.8467
e2,e5,0.8487
e3,e4,0.8019
e3,e5,0.8
e4,e5,0.9921
