class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496747,0,0,6179,0
bot,41542,41386,0,0,156,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,228899,0,0,35973,0
dos,60594,60004,0,0,590,0
infiltration,37631,10049,0,0,27582,0
web_attacks,509,223,0,0,286,0
