bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15740,15740,True,False
residual,2,186000,1909598,True,True
residual,3,2286,2286,True,False
residual,4,121,121,True,False
residual,5,20651,20651,True,False
