class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,64462,64462,0,3496747,3496747
bot,5,5,0,41386,41386
brute_force,0,0,0,37676,37676
ddos,10,10,0,228899,228899
dos,77372,77372,0,60004,60004
infiltration,4201,4201,0,10049,10049
web_attacks,2080,2080,0,223,223
