expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.6034,0.0001,7.1543
2,0.7518,0.0681,3.4811
3,0.4407,0.0003,8.4756
4,0.7022,0.0001,6.5011
5,0.7166,0.0014,6.5251
