K,beta,tune_expert_balanced_nll
2,0.0,1.686743
2,0.5,3.243383
2,1.0,6.508051
4,0.0,0.998939
4,0.5,2.568867
4,1.0,6.089654
8,0.0,0.865548
8,0.5,2.547424
8,1.0,6.220394
