expert,stage,active_owned_classes,configured_owned_classes,ood_role,id_support,ood_support,threshold,auroc,aupr_id,fpr95,id_retain_at_tau,ood_detect_at_tau
flood,pretrained,"ddos,dos","ddos,dos",non_owned_known_attack,140692,219033,-3.0640709400177,0.9117006283164232,0.8843985375510036,0.2994891180780978,0.958313194780087,0.6813037304881
flood,pretrained,"ddos,dos","ddos,dos",unseen,140692,200000,-3.0640709400177,0.9351125277556648,0.9216025168319553,0.397365,0.958313194780087,0.596455
flood,pretrained,"ddos,dos","ddos,dos",target_non_owned_validation,140692,142672,-3.0640709400177,0.8912628604252496,0.9033598045536712,0.3568604911965908,0.958313194780087,0.6254625995289895
flood,pretrained,"ddos,dos","ddos,dos",external_aux_validation,140692,33861,-3.0640709400177,0.9415685363001473,0.9845451811885304,0.21357904373763326,0.958313194780087,0.7798942736481498
flood,pretrained,"ddos,dos","ddos,dos",benign_diagnostic,140692,100000,-3.0640709400177,0.9583247732280443,0.9695418704593429,0.20696,0.958313194780087,0.78962
flood,pretrained,"ddos,dos","ddos,dos",pooled_attack_out,140692,419033,-3.0640709400177,0.9228748792414059,0.845377902149016,0.34620423689780994,0.958313194780087,0.6408063326754695
flood,pretrained,"ddos,dos","ddos,dos",unseen::password,140692,100000,-3.0640709400177,0.9045331350396612,0.9358823859061737,0.37812,0.958313194780087,0.60981
flood,pretrained,"ddos,dos","ddos,dos",unseen::scanning,140692,100000,-3.0640709400177,0.9656919204716687,0.977723614382773,0.41661,0.958313194780087,0.5831
flood,energy_finetuned,"ddos,dos","ddos,dos",non_owned_known_attack,140692,219033,-1.1921730041503906,0.9963571302145217,0.9931926384385498,0.02148534695685125,0.9688823813720752,0.9693790433405012
flood,energy_finetuned,"ddos,dos","ddos,dos",unseen,140692,200000,-1.1921730041503906,0.993100491819009,0.9890467683888853,0.04785,0.9688823813720752,0.94973
flood,energy_finetuned,"ddos,dos","ddos,dos",target_non_owned_validation,140692,142672,-1.1921730041503906,0.9968296416349146,0.9961456125364012,0.01969552540091959,0.9688823813720752,0.9722019737579903
flood,energy_finetuned,"ddos,dos","ddos,dos",external_aux_validation,140692,33861,-1.1921730041503906,0.9992169191701338,0.9997957586877678,0.0051386550899264645,0.9688823813720752,0.9943888249018045
flood,energy_finetuned,"ddos,dos","ddos,dos",benign_diagnostic,140692,100000,-1.1921730041503906,0.9424109185667984,0.9082503081088935,0.20531,0.9688823813720752,0.79065
flood,energy_finetuned,"ddos,dos","ddos,dos",pooled_attack_out,140692,419033,-1.1921730041503906,0.9948027712998239,0.9829417913285722,0.03406891581331303,0.9688823813720752,0.960000763663005
flood,energy_finetuned,"ddos,dos","ddos,dos",unseen::password,140692,100000,-1.1921730041503906,0.9884974728840303,0.9907914869484583,0.0862,0.9688823813720752,0.90907
flood,energy_finetuned,"ddos,dos","ddos,dos",unseen::scanning,140692,100000,-1.1921730041503906,0.9977035107539874,0.9980928679966052,0.0095,0.9688823813720752,0.99039
application,pretrained,"injection,xss","injection,xss",non_owned_known_attack,176356,183369,-1.4579379558563232,0.7898012717956808,0.8458064675445255,0.7902644394635953,0.9458708521399896,0.21327487197945127
application,pretrained,"injection,xss","injection,xss",unseen,176356,200000,-1.4579379558563232,0.8541593949879788,0.8741381681216879,0.67857,0.9458708521399896,0.357525
application,pretrained,"injection,xss","injection,xss",target_non_owned_validation,176356,133363,-1.4579379558563232,0.8146582366810465,0.886004774120578,0.725651042643012,0.9458708521399896,0.2795153078440047
application,pretrained,"injection,xss","injection,xss",external_aux_validation,176356,50304,-1.4579379558563232,0.8117482230188834,0.9379360372561396,0.6974395674300254,0.9458708521399896,0.3092597010178117
application,pretrained,"injection,xss","injection,xss",benign_diagnostic,176356,100000,-1.4579379558563232,0.9067340788518679,0.9471908806563211,0.39423,0.9458708521399896,0.60895
application,pretrained,"injection,xss","injection,xss",pooled_attack_out,176356,383369,-1.4579379558563232,0.8233762990891229,0.7915509151716895,0.7319945013811758,0.9458708521399896,0.2885288064501825
application,pretrained,"injection,xss","injection,xss",unseen::password,176356,100000,-1.4579379558563232,0.7941329424573023,0.8951152118365666,0.76528,0.9458708521399896,0.30672
application,pretrained,"injection,xss","injection,xss",unseen::scanning,176356,100000,-1.4579379558563232,0.9141858475186555,0.9609335388861098,0.59186,0.9458708521399896,0.40833
application,energy_finetuned,"injection,xss","injection,xss",non_owned_known_attack,176356,183369,0.23505590856075287,0.9943411774376043,0.9949025735553194,0.019801602233747252,0.9602962190115448,0.9727325774803811
application,energy_finetuned,"injection,xss","injection,xss",unseen,176356,200000,0.23505590856075287,0.9023827973814331,0.8799233167126352,0.3662,0.9602962190115448,0.622295
application,energy_finetuned,"injection,xss","injection,xss",target_non_owned_validation,176356,133363,0.23505590856075287,0.994325489582469,0.995996753014635,0.02675404722449255,0.9602962190115448,0.9591565876592458
