a,b,agreement
global,e1,0.6297
global,e2,0.7622
global,e3,0.8703
global,e4,0.8539
e1,e2,0.7695
e1,e3,0.7542
e1,e4,0.7666
e2,e3,0.6359
e2,e4,0.6241
e3,e4,0.9793
