class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,76177,75135,-1042,3497415,3497382
bot,57,57,0,41415,41415
brute_force,21118,21118,0,115020,115020
ddos,12,11,-1,215011,215967
dos,21,18,-3,38890,38887
infiltration,2874,2902,28,11763,11765
web_attacks,2893,2987,94,448,450
