K,beta,tune_expert_balanced_nll
2,0.0,1.418297
2,0.5,2.674012
2,1.0,5.539865
4,0.0,1.069971
4,0.5,2.471062
4,1.0,5.740473
8,0.0,1.5966
8,0.5,3.672651
8,1.0,7.684882
