cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15852,0.666390644712753,35.15521859694992,0,0,0,0,1,15843,8
1,1929685,0.05050862305727661,0.019477568441728106,1736736,20642,18633,131268,19612,2794,0
2,405,0.0014825282195102265,2.723977879384847,0,0,0,405,0,0,0
3,244,0.009256109405870312,240.7165826084393,0,0,0,0,0,0,244
