class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497381,1,34,5510,10
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,215006,961,5,48900,77
dos,60594,38887,0,3,21704,0
infiltration,37631,11763,2,0,25866,0
web_attacks,509,448,2,0,59,0
