round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.6392,16,,dropped(min-support)
0,3,0.6889,12,,dropped(min-support)
0,4,0.334,0,,dropped(min-support)
0,7,0.6849,28,,dropped(min-support)
0,2,0.0448,2331,6.2691,kept(prune off)
0,5,0.1241,82560,0.0012,kept(prune off)
0,6,0.0243,357,0.0038,kept(prune off)
0,8,0.032,85,0.0,kept(prune off)
