class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.12952898550724637,0.3108695652173913,0.18286445012787725,0.07575757575757576,0.010869565217391304,0.019011406844106463,-0.1638530432837708
1,backdoor,0.328,0.0944700460829493,0.14669051878354203,0.8,0.009216589861751152,0.018223234624145785,-0.12846728415939623
2,dos,0.31069767441860463,0.28817946505608283,0.2990152193375112,0.12428654630168899,0.9206212251941329,0.21900656814449918,-0.08000865119301201
3,exploits,0.8072164948453608,0.868621236133122,0.836793893129771,0.9144465290806755,0.3862123613312203,0.5430640668523676,-0.2937298262774034
4,fuzzers,0.8552066862435057,0.8484984311967727,0.8518393520080999,0.7486475239284228,0.8063648588077096,0.7764350453172205,-0.07540430669087939
5,generic,0.9515130674002751,0.8354468599033816,0.8897106109324758,0.9847233691164327,0.720108695652174,0.8318800139518661,-0.05783059698060977
6,normal,0.9984012128129506,0.9985186605205602,0.9984599332129452,0.9999606256152248,0.9958348219342809,0.997893459245531,-0.0005664739674142716
7,reconnaissance,0.9202931745304627,0.7859937402190923,0.8478581979320532,0.9376288659793814,0.7116588419405321,0.8091637010676157,-0.03869449686443749
8,shellcode,0.8616352201257862,0.9614035087719298,0.9087893864013267,0.6532258064516129,0.8526315789473684,0.7397260273972602,-0.16906335900406644
9,worms,0.8888888888888888,0.7272727272727273,0.8,0.1590909090909091,0.21212121212121213,0.18181818181818182,-0.6181818181818182
