budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,1000000,1261.5,0.754096,0.53046,0.983701,0.915874,0.995002,1.0,0.999469
