expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.061472251308157054,0.03621
1,bot,31156,0.28870709602713013,1.0
1,brute_force,86279,0.024067334928565262,0.4736378493028431
1,ddos,100000,0.0010581095593311873,0.97212
1,dos,45446,26.639217679268572,0.9915504114773578
1,infiltration,28224,12.619173488571912,0.8951601473922902
1,web_attacks,381,906.2054132330315,0.989501312335958
2,benign,100000,-0.1917420178606693,0.0269
2,bot,31156,0.28760345067453197,0.9995827448966491
2,brute_force,86279,2.283076674431501,1.0
2,ddos,100000,0.0021471607932197884,0.92161
2,dos,45446,-0.5558871152117384,0.5034106412005457
2,infiltration,28224,16.92434270190016,0.9244260204081632
2,web_attacks,381,836.786784364529,1.0
3,benign,100000,-0.06106682252848092,0.03714
3,bot,31156,0.28870181260893973,1.0
3,brute_force,86279,-0.02096097867841403,0.004798386629423151
3,ddos,100000,0.0020455560466046715,0.94682
3,dos,45446,27.488929160439717,0.991374378383136
3,infiltration,28224,12.642531540425338,0.8973214285714286
3,web_attacks,381,418.2742008980013,0.48556430446194226
4,benign,100000,-0.06026894891331678,0.04469
4,bot,31156,0.28862379600171306,1.0
4,brute_force,86279,0.05085355674673528,0.5386826458350236
4,ddos,100000,0.0021527791277347187,0.97012
4,dos,45446,27.33261565517371,0.9999779958632223
4,infiltration,28224,12.49240217138355,0.9061791383219955
4,web_attacks,381,868.7446968472098,0.9973753280839895
5,benign,100000,-0.06339647826097342,0.0195
5,bot,31156,0.2160486879739577,0.994383104377969
5,brute_force,86279,0.005091809312631953,0.17652035837225744
5,ddos,100000,0.0008206276967539515,0.70626
5,dos,45446,-0.013332532932382596,0.4255600052809928
5,infiltration,28224,11.831290806968209,0.8880385487528345
5,web_attacks,381,867.1497159370623,0.5249343832020997
