round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.6957,0,,dropped(min-support)
0,6,0.1358,0,,dropped(min-support)
1,2,0.4637,4769,10.1775,kept
1,3,0.5284,4898,6.1356,kept
1,4,0.4805,112,4.9295,kept
1,5,0.5618,126674,0.005,removed
1,7,0.6618,65502,0.9504,kept
1,8,0.2676,167,5.9995,kept
2,2,0.4637,4769,10.1775,kept
2,3,0.5284,4898,6.6918,kept
2,4,0.4805,112,4.9295,kept
2,7,0.6618,65502,1.0206,kept
2,8,0.2676,167,6.3216,kept
