run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260827_144730_nfv3_cic2018_exp24a_regprune,benign,3502926,22781,16,3420164,0,12,82750,3,-12,-3.426,3.51e-06,2.01e-06,6.13e-06,0.0,0.0,0.242494,0.973926,0.973399,0.8125,0.0625
20260827_144730_nfv3_cic2018_exp24a_regprune,bot,41542,1527,40,41390,0,25,127,0,-25,-601.801,0.00060365,0.00040893,0.000891,0.0,0.0,0.133192,0.91814,0.901768,1.0,0.375
20260827_144730_nfv3_cic2018_exp24a_regprune,brute_force,115040,77374,0,77344,0,0,37696,0,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.999612,0.999612,,
20260827_144730_nfv3_cic2018_exp24a_regprune,ddos,264872,51103,1441,232168,1275,13,31416,9,1262,4764.566,5.599e-05,3.272e-05,9.58e-05,0.989907,0.982808,0.994092,0.37759,0.402286,0.108952,0.984733
20260827_144730_nfv3_cic2018_exp24a_regprune,dos,60594,38980,11289,21693,11289,0,27612,0,11289,186305.575,0.0,0.0,0.00017705,1.0,0.99966,1.0,0.154874,0.444484,0.0,1.0
20260827_144730_nfv3_cic2018_exp24a_regprune,infiltration,37631,544,10,13458,0,2,24171,8,-2,-53.148,0.00014859,4.075e-05,0.00054166,0.0,0.0,0.65762,0.202206,0.198529,0.2,0.0
20260827_144730_nfv3_cic2018_exp24a_regprune,web_attacks,509,243,3,228,3,0,278,0,3,5893.91,0.0,0.0,0.01656934,1.0,0.438503,1.0,0.020576,0.032922,0.0,1.0
20260827_144730_nfv3_cic2018_exp24a_regprune,ALL,4023114,192552,12799,3806445,12567,52,204050,20,12515,3110.774,1.366e-05,1.042e-05,1.791e-05,0.995879,0.994601,0.996856,0.656347,0.721343,0.016564,0.994375
