bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,16031,16031,True,False
residual,2,186000,1972622,True,True
random,1,16031,16031,False,False
random,2,186000,1972622,False,True
proximity,1,16031,16031,False,False
proximity,2,186000,1972622,False,True
regime_random,1,16031,16031,True,False
regime_random,2,186000,1972622,False,True
