round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.6919,14,,dropped(min-support)
0,4,0.4034,0,,dropped(min-support)
0,1,0.1011,2273,55.1191,kept(prune off)
0,3,0.1361,80270,0.0017,kept(prune off)
