expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.0628814228784806,0.0837797299027443,0.9917993783100663,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,0.7303236326571232,0.7347939014434814,0.9556412490653021,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.003956011623256651,0.01512122806161642,0.9579917853199109,"0, 1, 2, 4, 10, 11, 12, 13, 14"
3,Spec_Group1_volume,0.07724545383179904,0.05335966870188713,0.7698190751355778,"0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14"
4,Spec_Group2_timing,0.03527587926994278,0.03780585527420044,0.8870025596258929,"0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14"
5,Spec_Group3_packet,0.022729759282873994,0.02753242664039135,0.7256402683431079,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13"
6,Spec_Group4_tcp,0.06747503231257931,0.03544403240084648,0.07948333668093259,"0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14"
7,Rand_1_volume,8.808307129907387e-05,0.005335384048521519,0.7885352672178854,"0, 6, 8, 9, 11, 12"
8,Rand_2_packet,2.441600923728714e-05,0.0056615062057971954,0.7712307080235246,"0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14"
9,Rand_3_volume,3.0906340806692584e-07,0.0011665140045806766,0.7149584950636477,"0, 1, 5, 9, 11, 12, 13, 14"
