class,support,owned_expert,primary_bottleneck,baseline_recall,moe_recall,baseline_f1,moe_f1,delta_f1,benign_gate_rate,all_reject_rate,owned_accept_rate,owned_selected_rate,wrong_expert_selected_rate,local_acc_given_owned_selected,selected_but_wrong_rate,selected_minus_recall,multi_accept_rate,meta_router_rate,stability_tiebreak_rate,mean_owned_margin,mean_owned_stability,mean_owned_local_conf
benign,454537,benign_default,benign_false_accept,0.9968165407876587,0.9937980846443744,0.9983881327790772,0.9966991310948029,-0.0016890016842743272,0.9922646561226038,0.001533428521770505,,,0.006201915355625615,,0.006201915355625615,,0.003748869728976959,0.003748869728976959,0.0,,,
bot,393,WebBot_Rare,binary_gate_miss,0.9974554707379135,0.7582697201017812,0.6337914308811641,0.6811428571428572,0.047351426261693086,0.05089058524173028,0.0,0.9465648854961832,0.7582697201017812,0.19083969465648856,1.0,0.19083969465648856,0.0,0.5699745547073791,0.5699745547073791,0.0,2.404773712158203,0.9436684250831604,0.9464083313941956
dos-hulk,46025,DoS_DDoS,ok,0.9992178164041282,0.9959369907658882,0.9942277758561051,0.9857422421023204,-0.008485533753784691,0.0,0.001412275936990766,0.9959369907658882,0.9959369907658882,0.00265073329712113,1.0,0.00265073329712113,0.0,0.711982618142314,0.711982618142314,0.0,8.638379096984863,0.6570677161216736,0.9988985061645508
ddos,25606,DoS_DDoS,ok,0.9998828399593845,0.999531359837538,0.9989660352328371,0.998147534270616,-0.0008185009622211359,0.00011716004061548074,0.0,0.9996094665312817,0.999531359837538,0.0003514801218464422,1.0,0.0003514801218464422,0.0,0.999531359837538,0.999531359837538,0.0,8.996780395507812,0.33920836448669434,0.9990982413291931
dos-goldeneye,2059,DoS_DDoS,ok,0.9985429820301117,0.9883438562408936,0.9842029679272379,0.9678953626634959,-0.016307605263742087,0.0,0.001942690626517727,0.9893152015541525,0.9893152015541525,0.008742107819329771,0.9990181639666176,0.009713453132588635,0.0009713453132589311,0.7688198154443905,0.7688198154443905,0.0,8.46905517578125,0.9360455870628357,0.998373806476593
ftp-patator,1588,Scan_Brute,ok,0.9993702770780857,0.9943324937027708,0.9971724787935909,0.997158193874329,-1.4284919261919882e-05,0.0,0.0,0.9943324937027708,0.9943324937027708,0.005667506297229219,1.0,0.005667506297229219,0.0,0.9729219143576826,0.9729219143576826,0.0,-0.014934009872376919,0.24938660860061646,0.9995060563087463
dos-slowhttptest,1100,DoS_DDoS,ok,0.99,0.9836363636363636,0.9868599909379248,0.9818511796733213,-0.005008811264603508,0.0009090909090909091,0.0027272727272727275,0.9881818181818182,0.9881818181818182,0.008181818181818182,0.9954001839926403,0.012727272727272728,0.004545454545454519,0.8072727272727273,0.8072727272727273,0.0,7.805397033691406,0.5137171745300293,0.9953467845916748
infiltration,7,WebBot_Rare,ok,1.0,1.0,0.8235294117647058,0.11382113821138211,-0.7097082735533238,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0538442134857178,0.9982615113258362,0.9956148862838745
heartbleed,2,WebBot_Rare,ok,1.0,1.0,0.8,1.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.395350933074951,0.6179137229919434,0.9978520274162292
portscan,31786,Scan_Brute,wrong_expert,0.9996853960863273,0.9834518341408167,0.9964877069744105,0.9830806968991761,-0.013407010075234371,6.292078273453722e-05,0.0017932423079343107,0.9834518341408167,0.9834518341408167,0.01469200276851444,1.0,0.01469200276851444,0.0,0.7196564525262694,0.7196564525262694,0.0,-0.05629153922200203,0.8984826803207397,0.9994248747825623
ssh-patator,1179,Scan_Brute,wrong_expert,0.998303647158609,0.9838846480067854,0.9894913829340058,0.9918768704574604,0.002385487523454577,0.0,0.002544529262086514,0.9855810008481765,0.9838846480067854,0.013570822731128074,1.0,0.013570822731128074,0.0,0.546225614927905,0.546225614927905,0.0,-0.10425407439470291,0.8646903038024902,0.9994937181472778
dos-slowloris,1159,DoS_DDoS,wrong_expert,0.996548748921484,0.9551337359792925,0.9800593975392448,0.9306431273644389,-0.049416270174805876,0.0025884383088869713,0.004314063848144953,0.9551337359792925,0.9551337359792925,0.03796376186367558,1.0,0.03796376186367558,0.0,0.8809318377911993,0.8809318377911993,0.0,6.5594658851623535,0.5248225927352905,0.9918816685676575
web-attack-�-brute-force,302,WebBot_Rare,wrong_expert,0.6258278145695364,0.4470198675496689,0.6987060998151571,0.33623910336239105,-0.36246699645276603,0.0,0.006622516556291391,0.9900662251655629,0.7384105960264901,0.25496688741721857,0.6053811659192825,0.5463576158940397,0.2913907284768212,0.28807947019867547,0.28807947019867547,0.0,0.6168884634971619,0.8886072039604187,0.7292137742042542
web-attack-�-xss,130,WebBot_Rare,wrong_expert,0.6615384615384615,0.5615384615384615,0.38826185101580135,0.17116060961313012,-0.21710124140267123,0.007692307692307693,0.03076923076923077,0.9615384615384616,0.7615384615384615,0.2,0.7373737373737373,0.4,0.19999999999999996,0.2076923076923077,0.2076923076923077,0.0,0.4830809235572815,0.8116141557693481,0.6627291440963745
web-attack-�-sql-injection,4,WebBot_Rare,wrong_expert,0.25,0.25,0.11764705882352941,0.004056795131845842,-0.11359026369168357,0.0,0.0,0.75,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.0,1.300073266029358,0.43362632393836975,0.9270331263542175
