method,bucket,cls,support,precision,recall,f1
realistic_oracle,all,backdoor,20000,0.9994002698785547,0.99985,0.9996250843560199
realistic_oracle,all,benign,20000,0.9964655260731482,0.97265,0.9844137442437123
realistic_oracle,all,ddos,20000,0.9835265104808878,0.99705,0.9902420856610801
realistic_oracle,all,dos,20000,0.973238747553816,0.99465,0.9838278931750741
realistic_oracle,all,injection,20000,0.9979732889882035,0.9602,0.9787223199041868
realistic_oracle,all,mitm,1204,0.9983291562238931,0.9925249169435216,0.9954185755935027
realistic_oracle,all,password,20000,0.984575202050069,0.99895,0.9917105132532512
realistic_oracle,all,ransomware,795,0.9962216624685138,0.9949685534591195,0.9955947136563876
realistic_oracle,all,scanning,20000,0.9998499774966245,0.9997,0.9997749831237343
realistic_oracle,all,xss,20000,0.9719228868017795,0.9831,0.9774794929157345
realistic_oracle,seen_same_label,backdoor,16721,0.9998804042336902,1.0,0.9999401985408444
realistic_oracle,seen_same_label,benign,14495,0.9966989890654013,0.9998620213866851,0.99827799972448
realistic_oracle,seen_same_label,ddos,18932,0.999788482893554,0.9986794844707374,0.9992336759770631
realistic_oracle,seen_same_label,dos,15471,0.9964408205526435,0.995281494408894,0.9958608200750226
realistic_oracle,seen_same_label,injection,1005,0.9775390625,0.9960199004975124,0.9866929521931986
realistic_oracle,seen_same_label,mitm,0,0.0,0.0,0.0
realistic_oracle,seen_same_label,password,9371,0.9998931738062173,0.9988261658307545,0.9993593850096092
realistic_oracle,seen_same_label,ransomware,90,0.9772727272727273,0.9555555555555556,0.9662921348314607
realistic_oracle,seen_same_label,scanning,529,0.996219281663516,0.996219281663516,0.996219281663516
realistic_oracle,seen_same_label,xss,6755,0.9915405164737311,0.9890451517394523,0.9902912621359223
realistic_oracle,seen_diff_label,backdoor,7,0.3076923076923077,0.5714285714285714,0.4
realistic_oracle,seen_diff_label,benign,684,0.9225806451612903,0.20906432748538012,0.34088200238379024
realistic_oracle,seen_diff_label,ddos,123,0.21342925659472423,0.7235772357723578,0.3296296296296296
realistic_oracle,seen_diff_label,dos,851,0.6537854889589906,0.9741480611045829,0.7824445493157149
realistic_oracle,seen_diff_label,injection,958,0.9285714285714286,0.17640918580375783,0.2964912280701754
realistic_oracle,seen_diff_label,mitm,21,0.9375,0.7142857142857143,0.8108108108108109
realistic_oracle,seen_diff_label,password,14,0.025157232704402517,0.5714285714285714,0.04819277108433735
realistic_oracle,seen_diff_label,ransomware,5,0.8333333333333334,1.0,0.9090909090909091
realistic_oracle,seen_diff_label,scanning,18930,0.9999471654250541,0.9997886951928157,0.999867924029902
realistic_oracle,seen_diff_label,xss,732,0.509286412512219,0.7117486338797814,0.5937321937321938
realistic_oracle,unseen,backdoor,3272,0.9996944699052857,1.0,0.9998472116119175
realistic_oracle,unseen,benign,4821,0.9981351015333609,0.9991702966189587,0.9986524308075049
realistic_oracle,unseen,ddos,945,0.9978880675818373,1.0,0.9989429175475687
