round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.2569,2,,dropped(min-support)
0,2,0.1863,0,,dropped(min-support)
0,4,0.0847,0,,dropped(min-support)
0,5,0.0259,0,,dropped(min-support)
0,6,0.0225,8,,dropped(min-support)
0,8,0.1972,0,,dropped(min-support)
0,3,0.1384,1994,64.2317,kept(prune off)
0,7,0.2016,82642,0.0044,kept(prune off)
