class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3453879,0,0,49047,0
bot,41542,41422,0,0,120,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,249753,0,0,15119,0
dos,60594,34675,0,0,25919,0
infiltration,37631,4500,0,0,33131,0
web_attacks,509,250,0,0,259,0
