expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9429,1436,10108,0.7274,0.9836
2,202121,normgain,0.9195,881,15399,0.7214,0.9932
