K,beta,tune_expert_balanced_nll
2,0.0,1.692305
2,0.5,3.283153
2,1.0,6.313921
4,0.0,1.183218
4,0.5,2.768147
4,1.0,5.682389
8,0.0,1.11256
8,0.5,2.839445
8,1.0,6.592365
