expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,16729,12761,16729,0,0,0,0,0,16626,103
2,1931275,12761,186000,176617,2811,593,2330,1658,1991,0
