class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,149586,149586,0,3453879,3453879
bot,29,29,0,41422,41422
brute_force,0,0,0,37676,37676
ddos,6,6,0,249753,249753
dos,17,17,0,34675,34675
infiltration,49195,49195,0,4500,4500
web_attacks,2126,2126,0,250,250
