expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,dos,"ddos,dos",True,0.96194,0.0,0.0,0.98062,,0.00026928773394371884
recon,reconnaissance,reconnaissance,True,0.82974,0.015579677641218863,0.04518808497108678,2e-05,,0.6526572928888803
theft,theft,theft,True,0.8885448916408669,0.06462,0.01269,0.0007,,0.04116255361711131
benign,benign,benign,True,0.9116261178959515,0.016857774693869402,0.07888520080141144,0.00013,,
