class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496607,0,102,6217,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,198400,0,0,66472,0
dos,60594,36764,0,0,23830,0
infiltration,37631,10094,430,0,27107,0
web_attacks,509,234,0,0,275,0
