verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro,oracle_random_bank_macro,oracle_proximity_bank_macro,oracle_regime_random_bank_macro
normgain,430,102,328,0.8083,0.0855,0.0001,4023114,0.0015,343270,0.9985,1.7567,34.3201,0.0,1.25,1,0.951850414276123,2.0,,,3502926,102,917724,0.2455,0.6554,2165275.5,18258.3,0.0084,0.0113,0.8837,0.6685,0.6685,0.7643,0.8155,0.7621
