method,bucket,rows,accuracy,macro_f1,tail_f1
realistic_oracle,all,4023110,0.9902776707572003,0.8563678810225782,0.7641222915384948
realistic_oracle,seen_same_label,1955921,0.9994263571994983,0.8578081634671725,0.6683263205305172
realistic_oracle,seen_diff_label,48156,0.2196403355760445,0.20193329978305935,0.3059489441139447
realistic_oracle,unseen,2019033,0.9997954466321254,0.9962908983308616,0.9913847360996336
xgboost_c0,all,4023110,0.9797084842323476,0.7486674769156375,0.5173927095908398
xgboost_c0,seen_same_label,1955921,0.9961629329609938,0.9025623158693915,0.7734119441321655
xgboost_c0,seen_diff_label,48156,0.0938200847246449,0.05689419757889323,0.04160153366977061
xgboost_c0,unseen,2019033,0.9848977208396297,0.7774179069025668,0.48677806143005126
tabpfn_v3,all,4023110,0.9851135067149543,0.7620779881326237,0.5513671747900526
tabpfn_v3,seen_same_label,1955921,0.9996523376966656,0.9609325706224894,0.908975110345572
tabpfn_v3,seen_diff_label,48156,0.13053409751640502,0.06589099090590969,0.028784866491870054
tabpfn_v3,unseen,2019033,0.9914117302688961,0.7826666793561231,0.5030945892814659
