class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,59267,59267,0,3494643,3494643
bot,5,5,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,212,212,0,231567,231567
dos,5,5,0,38844,38844
infiltration,5718,5718,0,12109,12109
web_attacks,2736,2736,0,461,461
