cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,817,0.012856370730914234,11.26460775736251,0,0,0,0,0,817,0
1,252,0.006465309637416927,443.5547323778573,0,0,0,0,0,0,252
2,1930009,0.030708640363193106,0.011389928480512176,1736630,20642,18633,131673,19618,2813,0
3,15009,0.6750409575743861,35.056366846287474,0,0,0,0,1,15008,0
