expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9457,1742,9239,0.7815,0.758
2,202121,normgain,0.9109,8261,9741,0.6497,0.7566
3,202121,normgain,0.906,10580,8411,0.7199,0.7079
4,202121,normgain,0.9539,604,8710,0.7807,0.7076
