round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.5597,9,,dropped(min-support)
0,3,0.5047,0,,dropped(min-support)
0,4,0.5653,0,,dropped(min-support)
0,5,0.21,33,,dropped(min-support)
0,2,0.5388,2244,8.0816,kept(prune off)
0,6,0.2856,81629,0.0015,kept(prune off)
0,7,0.5566,85,11.8119,kept(prune off)
0,8,0.5322,976,0.0002,kept(prune off)
