a,b,agreement
global,e1,0.8075
global,e2,0.9983
global,e3,0.8563
global,e4,0.8562
e1,e2,0.8065
e1,e3,0.9503
e1,e4,0.9505
e2,e3,0.8553
e2,e4,0.8552
e3,e4,0.9924
