class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,45687,45687,0,3498103,3498103
bot,4,4,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,210,210,0,247216,247216
dos,2,2,0,38852,38852
infiltration,2292,2292,0,10160,10160
web_attacks,2609,2609,0,432,432
