K,beta,tune_expert_balanced_nll
2,0.0,1.423392
2,0.5,2.542132
2,1.0,5.21734
4,0.0,1.273911
4,0.5,2.433025
4,1.0,5.356774
8,0.0,0.860591
8,0.5,2.12182
8,1.0,5.008561
