split,arm,stage,rows,bank_correctable,helpful,harmful,changed,correctable_recovery,diagnostic_only,uses_all_expert_post_information
cal_select,legacy,top1_no_gates,73361,3,0,137,48195,0.0,True,False
cal_select,legacy,post_gt0_no_pre_gate,73361,3,0,2,31230,0.0,True,False
cal_select,legacy,original_final_policy,73361,3,0,0,0,0.0,False,False
cal_confirm,legacy,top1_no_gates,30917,0,0,20,14319,0.0,True,False
cal_confirm,legacy,post_gt0_no_pre_gate,30917,0,0,0,9489,0.0,True,False
cal_confirm,legacy,original_final_policy,30917,0,0,0,0,0.0,False,False
full_test,legacy,top1_no_gates,3275405,1328,994,14389,836549,0.7484939759036144,True,False
full_test,legacy,post_gt0_no_pre_gate,3275405,1328,5,8,572258,0.0037650602409638554,True,False
full_test,legacy,original_final_policy,3275405,1328,0,0,0,0.0,False,False
