class_name,beta,fire_rate_all,fire_rate_true,mean_conf_all,mean_conf_true
analysis,0.4,0.14527990685941594,0.9588785046728971,0.14678213000297546,0.7274308204650879
backdoor,0.4,0.13586882701076938,0.8819742489270386,0.14645522832870483,0.6577334403991699
dos,0.8,0.1667410497719996,0.8229899113420972,0.22643305361270905,0.7263985872268677
fuzzers,0.8,0.11021635781507713,0.6894204990719736,0.1389939934015274,0.6281503438949585
reconnaissance,0.1,0.07034054526050257,0.8413152251608291,0.121164470911026,0.8678045868873596
shellcode,0.2,0.012962064616280198,0.8609271523178808,0.015234074555337429,0.8246234655380249
worms,0.2,0.013350150383234696,0.6,0.10501622408628464,0.6114248037338257
