class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,benign,0.9987778903662152,0.9996853948404754,0.999231436553933,0.9993370140484437,0.9616907717286564,0.9801525416697965,-0.0190788948841365
1,bot,0.43661971830985913,0.07948717948717948,0.13449023861171366,1.0,0.015384615384615385,0.030303030303030304,-0.10418720830868336
2,ddos,0.9998437927129301,1.0,0.9999218902558095,1.0,0.983556614459243,0.99171015063503,-0.008211739620779479
3,dos-goldeneye,0.9922742636407532,0.9980573093734822,0.9951573849878934,0.06970827679782904,0.9980573093734822,0.1303148482830781,-0.8648425367048154
4,dos-hulk,0.9983697424193022,0.9995864980739515,0.9989777497444374,0.9991382281971734,0.37848484188992143,0.5490016573277563,-0.44997609241668113
5,dos-slowhttptest,0.9691542288557214,0.8870673952641166,0.9262957679505468,0.839968152866242,0.9608378870673953,0.8963466440101954,-0.02994912394035143
6,dos-slowloris,0.9828178694158075,0.9879101899827288,0.9853574504737296,0.5923632610939112,0.9913644214162349,0.7416020671834626,-0.24375538329026702
7,ftp-patator,0.9993252361673415,0.9926273458445041,0.995965030262273,0.9993215739484396,0.9872654155495979,0.9932569116655429,-0.002708118596730147
8,heartbleed,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666
9,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.07692307692307693,0.14285714285714285,0.1,-0.7333333333333334
10,portscan,0.9999053388867853,0.9979215871516297,0.9989124781313538,0.6535631093978685,0.9984254448118407,0.7899982557994668,-0.20891422233188695
11,ssh-patator,0.9991503823279524,0.99830220713073,0.9987261146496815,1.0,0.9906621392190152,0.9953091684434968,-0.0034169462061847122
12,web-attack-�-brute-force,0.6918238993710691,0.7284768211920529,0.7096774193548387,0.2745664739884393,0.31456953642384106,0.2932098765432099,-0.41646754281162884
13,web-attack-�-sql-injection,0.6666666666666666,0.5,0.5714285714285714,0.04878048780487805,0.5,0.08888888888888889,-0.4825396825396825
14,web-attack-�-xss,0.2782608695652174,0.24427480916030533,0.2601626016260163,0.07272727272727272,0.7938931297709924,0.13324791800128122,-0.12691468362473507
