method,bucket,cls,support,precision,recall,f1
boostpfn,all,benign,1607828,0.9940017400200234,0.9898614777202537,0.9919272885692837
boostpfn,all,bot,561,0.9376146788990826,0.910873440285205,0.9240506329113924
boostpfn,all,brute_force,18796,0.9999467717038377,0.9994679719089168,0.9997073144772902
boostpfn,all,ddos,102323,0.9968742320735243,0.9911456857207079,0.994001705397485
boostpfn,all,dos,26199,0.9830450743670287,0.9914500553456239,0.9872296758009957
boostpfn,all,infiltration,9373,0.05613735996103263,0.09836765176571002,0.07148117998216846
boostpfn,all,web_attacks,197,0.19827586206896552,0.233502538071066,0.21445221445221446
boostpfn,seen_diff_label,benign,418,0.1359724612736661,0.9449760765550239,0.23773698465242252
boostpfn,seen_diff_label,bot,0,0.0,0.0,0.0
boostpfn,seen_diff_label,brute_force,0,0.0,0.0,0.0
boostpfn,seen_diff_label,ddos,0,0.0,0.0,0.0
boostpfn,seen_diff_label,dos,1,0.0,0.0,0.0
boostpfn,seen_diff_label,infiltration,2992,0.9621513944223108,0.16143048128342247,0.27647395535203206
boostpfn,seen_diff_label,web_attacks,50,0.5,0.54,0.5192307692307693
boostpfn,unseen,benign,1607410,0.9955613286231109,0.9898731499741821,0.9927090911132768
boostpfn,unseen,bot,561,0.9376146788990826,0.910873440285205,0.9240506329113924
boostpfn,unseen,brute_force,18796,0.9999467717038377,0.9994679719089168,0.9997073144772902
boostpfn,unseen,ddos,102323,0.9968742320735243,0.9911456857207079,0.994001705397485
boostpfn,unseen,dos,26198,0.9830450743670287,0.9914878998396824,0.9872484369358241
boostpfn,unseen,infiltration,6381,0.027571913076246703,0.06879799404482057,0.03936690131372461
boostpfn,unseen,web_attacks,147,0.10674157303370786,0.1292517006802721,0.11692307692307692
