class,support,owned_expert,primary_bottleneck,baseline_recall,moe_recall,baseline_f1,moe_f1,delta_f1,benign_gate_rate,all_reject_rate,owned_accept_rate,owned_selected_rate,wrong_expert_selected_rate,local_acc_given_owned_selected,selected_but_wrong_rate,selected_minus_recall,multi_accept_rate,meta_router_rate,stability_tiebreak_rate,mean_owned_margin,mean_owned_stability,mean_owned_local_conf
benign,454537,benign_default,benign_false_accept,0.9968165407876587,0.997678956828597,0.9983881327790772,0.9956844641808331,-0.0027036685982441133,0.9975887551508458,9.020167775120618e-05,,,0.0023210431714029882,,0.0023210431714029882,,0.0012320229156262306,0.0012320229156262306,0.0,,,
bot,393,WebBot_Rare,binary_gate_miss,0.9974554707379135,0.6157760814249363,0.6337914308811641,0.7411944869831547,0.10740305610199063,0.17048346055979643,0.0,0.8269720101781171,0.6157760814249363,0.21374045801526717,1.0,0.21374045801526717,0.0,0.455470737913486,0.455470737913486,0.0,1.7952282428741455,0.8249934315681458,0.8270552754402161
infiltration,7,WebBot_Rare,binary_gate_miss,1.0,0.2857142857142857,0.8235294117647058,0.010050251256281407,-0.8134791605084244,0.7142857142857143,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5981724858283997,0.2854406237602234,0.2851842939853668
dos-goldeneye,2059,DoS_DDoS,gate_reject,0.9985429820301117,0.9091792132102963,0.9842029679272379,0.9519450800915332,-0.03225788783570471,0.00048567265662943174,0.06702282661486159,0.9096648858669257,0.9096648858669257,0.022826614861583293,0.999466097170315,0.023312287518212724,0.00048567265662946557,0.11753278290432248,0.11753278290432248,0.0,0.5416322946548462,0.9348466992378235,0.997888445854187
ssh-patator,1179,Scan_Brute,gate_reject,0.998303647158609,0.0033927056827820186,0.9894913829340058,0.006762468300929839,-0.982728914633076,0.0008481764206955047,0.9643765903307888,0.0033927056827820186,0.0033927056827820186,0.031382527565733676,1.0,0.031382527565733676,0.0,0.0,0.0,0.0,-0.09478896111249924,0.86347895860672,0.9986478090286255
dos-slowloris,1159,DoS_DDoS,gate_reject,0.996548748921484,0.5340811044003452,0.9800593975392448,0.6962879640044994,-0.2837714335347453,0.003451251078515962,0.11647972389991372,0.5340811044003452,0.5340811044003452,0.3459879206212252,1.0,0.3459879206212252,0.0,0.20966350301984468,0.20966350301984468,0.0,-1.3286356925964355,0.5222424268722534,0.9914690852165222
dos-slowhttptest,1100,DoS_DDoS,gate_reject,0.99,0.7172727272727273,0.9868599909379248,0.8305263157894737,-0.1563336751484511,0.005454545454545455,0.17727272727272728,0.7172727272727273,0.7172727272727273,0.1,1.0,0.1,0.0,0.5627272727272727,0.5627272727272727,0.0,-0.04197795316576958,0.511472761631012,0.9920035004615784
web-attack-�-brute-force,302,WebBot_Rare,gate_reject,0.6258278145695364,0.5231788079470199,0.6987060998151571,0.30210325047801145,-0.3966028493371456,0.03642384105960265,0.09602649006622517,0.8675496688741722,0.8675496688741722,0.0,0.6030534351145038,0.3443708609271523,0.3443708609271523,0.0,0.0,0.0,0.23067376017570496,0.8535856604576111,0.6944576501846313
web-attack-�-xss,130,WebBot_Rare,gate_reject,0.6615384615384615,0.6615384615384615,0.38826185101580135,0.10906785034876347,-0.27919400066703787,0.03076923076923077,0.12307692307692308,0.8461538461538461,0.8461538461538461,0.0,0.7818181818181819,0.18461538461538463,0.18461538461538463,0.0,0.0,0.0,0.14653299748897552,0.7836510539054871,0.6487646102905273
web-attack-�-sql-injection,4,WebBot_Rare,gate_reject,0.25,0.5,0.11764705882352941,0.0036101083032490976,-0.11403695052028032,0.0,0.25,0.75,0.75,0.0,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.937816321849823,0.537302553653717,0.9270331263542175
ddos,25606,DoS_DDoS,ok,0.9998828399593845,0.9975005858002031,0.9989660352328371,0.9986511055070084,-0.0003149297258286943,0.0007810669374365383,0.0,0.9976177458408185,0.9975005858002031,0.0017183472623603843,1.0,0.0017183472623603843,0.0,0.9852378348824494,0.9852378348824494,0.0,1.0730986595153809,0.3415148854255676,0.9984421133995056
ftp-patator,1588,Scan_Brute,ok,0.9993702770780857,0.9943324937027708,0.9971724787935909,0.997158193874329,-1.4284919261919882e-05,0.0012594458438287153,0.003778337531486146,0.9943324937027708,0.9943324937027708,0.0006297229219143577,1.0,0.0006297229219143577,0.0,0.1618387909319899,0.1618387909319899,0.0,-0.0013782563619315624,0.25642359256744385,0.998253583908081
heartbleed,2,WebBot_Rare,ok,1.0,1.0,0.8,1.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0330939292907715,0.456000953912735,0.9978520274162292
dos-hulk,46025,DoS_DDoS,wrong_expert,0.9992178164041282,0.9387506789788158,0.9942277758561051,0.9658641271544497,-0.02836364870165542,2.1727322107550245e-05,0.022313959804454102,0.9387506789788158,0.9387506789788158,0.03891363389462249,1.0,0.03891363389462249,0.0,0.6420423682781097,0.6420423682781097,0.0,0.711266815662384,0.6565632820129395,0.998877227306366
portscan,31786,Scan_Brute,wrong_expert,0.9996853960863273,0.9834518341408167,0.9964877069744105,0.9846754760367284,-0.011812230937682022,9.438117410180582e-05,0.0021078462216069967,0.9834518341408167,0.9834518341408167,0.014345938463474485,1.0,0.014345938463474485,0.0,0.719373309003964,0.719373309003964,0.0,-0.05689243972301483,0.8982713222503662,0.9994024038314819
