tau_pre,tau_post,proposal_rate,accepted,helpful,harmful,harm_frac,benign_fpr_added,net_gain,feasible
-181.95465087890625,0.0,1.0,55788,12206,144,0.0117,0.004264,705907.2,False
-181.95465087890625,0.25,1.0,53316,12165,105,0.0086,0.003041,688935.5,False
-181.95465087890625,0.5,1.0,51426,12149,91,0.0074,0.002602,688028.6,False
-181.95465087890625,1.0,1.0,49010,11993,60,0.005,0.00163,681052.4,False
-181.95465087890625,2.0,1.0,46200,11738,39,0.0033,0.000972,675067.9,False
-181.95465087890625,4.0,1.0,44742,10951,23,0.0021,0.00047,655224.7,False
-181.95465087890625,8.0,1.0,39815,7452,15,0.002,0.000219,627699.4,False
0.47173684537410704,0.0,0.7,40236,9287,109,0.0116,0.003167,574720.7,False
0.47173684537410704,0.25,0.7,39999,9272,79,0.0084,0.002226,562363.0,False
0.47173684537410704,0.5,0.7,38201,9262,69,0.0074,0.001913,561475.8,False
0.47173684537410704,1.0,0.7,36389,9243,57,0.0061,0.001536,554720.2,False
0.47173684537410704,2.0,0.7,34011,9169,36,0.0039,0.000878,549833.8,False
0.47173684537410704,4.0,0.7,33149,8794,23,0.0026,0.00047,532230.5,False
0.47173684537410704,8.0,0.7,29245,5662,15,0.0026,0.000219,511188.3,False
2.3748475313186646,0.0,0.5,26574,6505,98,0.0148,0.002822,433922.6,False
2.3748475313186646,0.25,0.5,26444,6490,69,0.0105,0.001913,428138.7,False
2.3748475313186646,0.5,0.5,25062,6481,60,0.0092,0.00163,427544.9,False
2.3748475313186646,1.0,0.5,23363,6467,49,0.0075,0.001285,420840.8,False
2.3748475313186646,2.0,0.5,21215,6441,35,0.0054,0.000847,416258.0,False
2.3748475313186646,4.0,0.5,20675,6321,23,0.0036,0.00047,399877.4,False
2.3748475313186646,8.0,0.5,18112,4424,15,0.0034,0.000219,387309.9,False
5.76041431427001,0.0,0.4,19564,5632,91,0.0159,0.002602,387151.9,False
5.76041431427001,0.25,0.4,19485,5628,65,0.0114,0.001787,381574.9,False
5.76041431427001,0.5,0.4,19378,5623,58,0.0102,0.001568,381312.9,False
5.76041431427001,1.0,0.4,17855,5614,47,0.0083,0.001223,374819.0,False
